"regulator","TU_prom","Effect","Evidence","Evidence_Level","regulator_id","Promoter","TU","gene_id","Category"
"FlhDC","mglBAC[mglBp]","-","[GEA, APPH, ITCR, PM, BPP]","STRONG","b1891,b1892","mglBp","mglBAC","b2148,b2149,b2150","TF"
"FlhDC","mglBAC[mglBp2]","-","[GEA, APPH, ITCR, PM, BPP]","STRONG","b1891,b1892","mglBp2","mglBAC","b2148,b2149,b2150","TF"
"FlhDC","napFDAGHBC-ccmABCDEFGH[napFp1]","+","[GEA, APPH, BPP]","STRONG","b1891,b1892","napFp1","napFDAGHBC-ccmABCDEFGH","b2196,b2208,b2207,b2194,b2195,b2197,b2198,b2199,b2200,b2201,b2202,b2203,b2204,b2205,b2206","TF"
"FlhDC","napFDAGHBC-ccmABCDEFGH[napFp2]","+","[GEA, APPH, BPP]","STRONG","b1891,b1892","napFp2","napFDAGHBC-ccmABCDEFGH","b2196,b2208,b2207,b2194,b2195,b2197,b2198,b2199,b2200,b2201,b2202,b2203,b2204,b2205,b2206","TF"
"FlhDC","nrfABCDEFG[nrfAp]","+","[GEA, APPH, BPP]","STRONG","b1891,b1892","nrfAp","nrfABCDEFG","b4074,b4075,b4076,b4070,b4071,b4072,b4073","TF"
"FlhDC","ppdAB-ygdB-ppdC-recC[ppdAp]","+","[GEA, APPH, ICWHO, BPP]","STRONG","b1891,b1892","ppdAp","ppdAB-ygdB-ppdC-recC","b2822,b2823,b2824,b2825,b2826","TF"
"FlhDC","ycgR[ycgRp]","+","[GEA, APPH, BPP]","STRONG","b1891,b1892","ycgRp","ycgR","b1194","TF"
"FlhDC","yecR[yecRp]","+","[GEA, APPH, APIORCISFBSCS, BPP]","STRONG","b1891,b1892","yecRp","yecR","b1904","TF"
"FlhDC","ygbK[ygbKp]","+","[GEA, APPH, BPP]","STRONG","b1891,b1892","ygbKp","ygbK","b2737","TF"
"FlhDC","yhjH[yhjHp]","+","[GEA, APPH, ICWHO, BPP]","STRONG","b1891,b1892","yhjHp","yhjH","b3525","TF"
"FliZ","csgBAC[csgBp]","-","[GEA, IMP, LTED, BPP]","STRONG","b1921","csgBp","csgBAC","b1041,b1042,b1043","TF"
"FliZ","csgBAC[csgBp2]","-","[GEA, IMP, LTED, BPP]","STRONG","b1921","csgBp2","csgBAC","b1041,b1042,b1043","TF"
"FliZ","csgDEFG[csgDp1]","-","[GEA, IMP, BTEI, PAGTSBP, BPP]","STRONG","b1921","csgDp1","csgDEFG","b1040,b1037,b1038,b1039","TF"
"FliZ","csgDEFG[csgDp2]","-","[GEA, IMP, BTEI, PAGTSBP, BPP]","STRONG","b1921","csgDp2","csgDEFG","b1040,b1037,b1038,b1039","TF"
"FliZ","csgDEFG[csgDp3]","-","[GEA, IMP, BTEI, PAGTSBP, BPP]","STRONG","b1921","csgDp3","csgDEFG","b1040,b1037,b1038,b1039","TF"
"FliZ","csgDEFG[csgDp]","-","[GEA, IMP, BTEI, PAGTSBP, BPP]","STRONG","b1921","csgDp","csgDEFG","b1040,b1037,b1038,b1039","TF"
"FliZ","flhDC[flhDp]","-","[GEA, IMP, LTED, BPP]","STRONG","b1921","flhDp","flhDC","b1891,b1892","TF"
"FliZ","gadBC[gadBp]","-","[GEA, IMP, BTEI, LTED, BPP]","STRONG","b1921","gadBp","gadBC","b1492,b1493","TF"
"FliZ","gadBC[gadBp2]","-","[GEA, IMP, BTEI, LTED, BPP]","STRONG","b1921","gadBp2","gadBC","b1492,b1493","TF"
"FliZ","gadEF-mdtEF[gadEp2]","-","[GEA, IMP, LTED, BPP, SM]","STRONG","b1921","gadEp2","gadEF-mdtEF","b3512,b4718,b3513,b3514","TF"
"FliZ","hdeAB-yhiD[hdeAp]","-","[GEA, IMP, ITCR, LTED, BPP]","STRONG","b1921","hdeAp","hdeAB-yhiD","b3508,b3509,b3510","TF"
"FliZ","hdeAB-yhiD[hdeAp2]","-","[GEA, IMP, ITCR, LTED, BPP]","STRONG","b1921","hdeAp2","hdeAB-yhiD","b3508,b3509,b3510","TF"
"FliZ","mlrA[mlrAp]","-","[GEA, IMP, ICWHO, BPP, SM]","STRONG","b1921","mlrAp","mlrA","b2127","TF"
"FliZ","mlrA[mlrAp2]","-","[GEA, IMP, ICWHO, BPP, SM]","STRONG","b1921","mlrAp2","mlrA","b2127","TF"
"FliZ","osmY[osmYp]","-","[GEA, IMP, BPP]","STRONG","b1921","osmYp","osmY","b4376","TF"
"FliZ","osmY[osmYp2]","-","[GEA, IMP, BPP]","STRONG","b1921","osmYp2","osmY","b4376","TF"
"FliZ","pdeR[pdeRp]","-","[GEA, IMP, ICWHO, BPP, SM]","STRONG","b1921","pdeRp","pdeR","b1285","TF"
"FrlR","frlABCDR[frlAp1]","-","[GEA, HIFBOWEFCRSOS, HIFS, IMP, IHBCE, PAGTSBP, APIORCISFBSCS, BPP, SM]","STRONG","b3375","frlAp1","frlABCDR","b3370,b3371,b4474,b3374,b3375","TF"
"FucR","fucAO[fucAp]","+","[GEA, IMP, HIFS, IEP, BTEI, LTED, BPP]","STRONG","b2805","fucAp","fucAO","b2799,b2800","TF"
"FucR","fucPIKUR[fucPp]","+","[GEA, HIFS, IEP, BPP]","STRONG","b2805","fucPp","fucPIKUR","b2801,b2802,b2803,b2804,b2805","TF"
"Fur","aspC[aspCp]","-","[GEA, ICWHO, BPP]","STRONG","b0683","aspCp","aspC","b0928","TF"
"Fur","cirA[cirAp2]","-","[GEA, BTEI, PM, AIBSCS, APIORCISFBSCS, BPP]","STRONG","b0683","cirAp2","cirA","b2155","TF"
"Fur","cirA[cirAp1]","-","[GEA, BTEI, PM, AIBSCS, APIORCISFBSCS, BPP, BCE]","STRONG","b0683","cirAp1","cirA","b2155","TF"
"Fur","cyoABCDE[cyoAp]","-","[GEA, AIBSCS]","WEAK","b0683","cyoAp","cyoABCDE","b0428,b0429,b0430,b0431,b0432","TF"
"Fur","entCEBA-ybdB[entCp]","-","[PM, APIORCISFBSCS, BPP, GEA, AIBSCS]","STRONG","b0683","entCp","entCEBA-ybdB","b0595,b0593,b0594,b0596,b0597","TF"
"Fur","entS[entSp1]","+","[GEA, APIORCISFBSCS, BPP]","STRONG","b0683","entSp1","entS","b0591","TF"
"Fur","esrE[esrEp]","+","[GEA, BTEI, BPP]","STRONG","b0683","esrEp","esrE","b4707","TF"
"Fur","exbBD[exbBp]","-","[BTEI, ITCR, AIBSCS, APIORCISFBSCS, BPP]","STRONG","b0683","exbBp","exbBD","b3005,b3006","TF"
"Fur","exbD[exbDp]","-","[BTEI, APIORCISFBSCS]","WEAK","b0683","exbDp","exbD","b3005","TF"
"Fur","fecABCDE[fecAp]","-","[GEA, CV(LTED/PM), IEP, ITCR, LTED, PM, AIBSCS, BPP, APIORCISFBSCS]","CONFIRMED","b0683","fecAp","fecABCDE","b4287,b4288,b4289,b4290,b4291","TF"
"Fur","fecIR[fecIp]","-","[GEA, LTED, AIBSCS, BPP, SM, APIORCISFBSCS]","STRONG","b0683","fecIp","fecIR","b4292,b4293","TF"
"Fur","feoABC[feoAp]","-","[GEA, PM, APIORCISFBSCS]","STRONG","b0683","feoAp","feoABC","b3408,b3409,b3410","TF"
"Fur","fepA-entD[fepAp]","-","[GEA, APIORCISFBSCS, BPP, AIBSCS]","STRONG","b0683","fepAp","fepA-entD","b0583,b0584","TF"
"Fur","fepB[fepBp]","-","[GEA, AIBSCS, APIORCISFBSCS, BPP, SM]","STRONG","b0683","fepBp","fepB","b0592","TF"
"Fur","fepDGC[fepDp1]","-","[APIORCISFBSCS, BPP, GEA, APIORCISFBSCS, BPP]","STRONG","b0683","fepDp1","fepDGC","b0588,b0589,b0590","TF"
"Fur","fes-ybdZ-entF-fepE[fesp]","-","[GEA, APIORCISFBSCS, BPP, AIBSCS]","STRONG","b0683","fesp","fes-ybdZ-entF-fepE","b4511,b0586,b0585,b0587","TF"
"Fur","fhuACDB[fhuAp]","-","[GEA, APIORCISFBSCS, BPP]","STRONG","b0683","fhuAp","fhuACDB","b0150,b0151,b0152,b0153","TF"
"Fur","fhuE[fhuEp]","-","[BTEI, AIBSCS, APIORCISFBSCS]","WEAK","b0683","fhuEp","fhuE","b1102","TF"
"Fur","fhuF[fhuFp1]","-","[GEA, AISGDTU, AIBSCS, BPP, APIORCISFBSCS]","STRONG","b0683","fhuFp1","fhuF","b4367","TF"
"Fur","fiu[fiup]","-","[ICWHO, APIORCISFBSCS]","WEAK","b0683","fiup","fiu","b0805","TF"
"Fur","flhDC[flhDp]","-","[LTED, AIBSCS]","STRONG","b0683","flhDp","flhDC","b1891,b1892","TF"
"Fur","fnr[fnrp]","-","[GEA, BPP]","STRONG","b0683","fnrp","fnr","b1334","TF"
"Fur","ftnA[ftnAp]","+","[GEA, ICWHO, LTED, APIORCISFBSCS, BPP]","STRONG","b0683","ftnAp","ftnA","b1905","TF"
"Fur","fumB[fumBp]","+","[GEA, BTEI, LTED, BPP]","STRONG","b0683","fumBp","fumB","b4122","TF"
"Fur","fumC[fumCp2]","-","[GEA, BPP]","STRONG","b0683","fumCp2","fumC","b1611","TF"
"Fur","fur[furpb]","-","[BTEI, APIORCISFBSCS, BPP]","STRONG","b0683","furpb","fur","b0683","TF"
"Fur","fur[furpa]","-","[BTEI, APIORCISFBSCS, BPP]","STRONG","b0683","furpa","fur","b0683","TF"
"Fur","garPLRK-rnpB[garPp]","-","[BTEI, LTED, APIORCISFBSCS, BPP]","STRONG","b0683","garPp","garPLRK-rnpB","b3123,b3124,b3125,b3126,b3127","TF"
"Fur","gdhA[gdhAp]","+","[GEA, LTED, BPP]","STRONG","b0683","gdhAp","gdhA","b1761","TF"
"Fur","glnD[glnDp]","-","[GEA, LTED, BPP]","STRONG","b0683","glnDp","glnD","b0167","TF"
"Fur","glnK-amtB[glnKp]","+","[GEA, BTEI, BPP]","STRONG","b0683","glnKp","glnK-amtB","b0450,b0451","TF"
"Fur","gltBDF[gltBp]","-","[GEA, CV(LTED/PM), LTED, PM, BPP]","CONFIRMED","b0683","gltBp","gltBDF","b3212,b3213,b3214","TF"
"Fur","gltBDF[gltBp2]","-","[GEA, CV(LTED/PM), LTED, PM, BPP]","CONFIRMED","b0683","gltBp2","gltBDF","b3212,b3213,b3214","TF"
"Fur","gnd[gndp]","-","[GEA, BTEI, BPP]","STRONG","b0683","gndp","gnd","b2029","TF"
"Fur","gpmA[gpmAp]","-","[GEA, AIBSCS, APIORCISFBSCS, BPP]","STRONG","b0683","gpmAp","gpmA","b0755","TF"
"Fur","gpmA[gpmAp4]","-","[GEA, AIBSCS, APIORCISFBSCS, BPP]","STRONG","b0683","gpmAp4","gpmA","b0755","TF"
"Fur","grcA[grcAp1]","-","[GEA, BTEI, BPP]","STRONG","b0683","grcAp1","grcA","b2579","TF"
"Fur","gspCDEFGHIJKLMO[gspCp3]","-","[ICWHO, APIORCISFBSCS, BPP]","STRONG","b0683","gspCp3","gspCDEFGHIJKLMO","b3324,b3325,b3326,b3327,b3328,b3329,b3330,b3331,b3332,b3333,b3334,b3335","TF"
"Fur","hmp[hmpp]","-","[AS, GEA, IMP, AISGDTU, BTEI, APIORCISFBSCS, AS]","WEAK","b0683","hmpp","hmp","b2552","TF"
"Fur","katE[katEp]","+","[IEP, BTEI, BPP]","STRONG","b0683","katEp","katE","b1732","TF"
"Fur","katG[katGp]","+","[IEP, BPP]","STRONG","b0683","katGp","katG","b3942","TF"
"Fur","lpdA[lpdAp]","+","[GEA, LTED, BPP]","STRONG","b0683","lpdAp","lpdA","b0116","TF"
"Fur","metH[metHp1]","-","[AIBSCS]","WEAK","b0683","metHp1","metH","b4019","TF"
"Fur","metJ[metJp2]","-","[BTEI, AIBSCS]","WEAK","b0683","metJp2","metJ","b3938","TF"
"Fur","mntH[mntHp]","-","[IGI, AISGDTU, AIBSCS, APIORCISFBSCS]","WEAK","b0683","mntHp","mntH","b2392","TF"
"Fur","mntP[mntPp]","+","[ICWHO, LTED, AIBSCS]","STRONG","b0683","mntPp","mntP","b1821","TF"
"Fur","nac[nacp]","-","[GEA, LTED, BPP]","STRONG","b0683","nacp","nac","b1988","TF"
"Fur","ndh[ndhp]","-","[GEA, BPP]","STRONG","b0683","ndhp","ndh","b1109","TF"
"Fur","nfeF[yqjHp]","-","[GEA, AISGDTU, AIBSCS, APIORCISFBSCS]","WEAK","b0683","yqjHp","nfeF","b3070","TF"
"Fur","nohA-stfQ-tfaQ[nohAp]","-","[GEA, ICWHO, APIORCISFBSCS, BPP]","STRONG","b0683","nohAp","nohA-stfQ-tfaQ","b1546,b1547,b1548","TF"
"Fur","nrdHIEF[nrdHp]","-","[GEA, LTED, AIBSCS]","STRONG","b0683","nrdHp","nrdHIEF","b2673,b2674,b2675,b2676","TF"
"Fur","ompF[ompFp]","+","[GEA, BPP]","STRONG","b0683","ompFp","ompF","b0929","TF"
"Fur","ompF[ompFp2]","+","[GEA, BPP]","STRONG","b0683","ompFp2","ompF","b0929","TF"
"Fur","ompW[ompWp]","+","[GEA, AISGDTU, BPP]","STRONG","b0683","ompWp","ompW","b1256","TF"
"Fur","oppABCDF[oppAp]","-","[ITCR, APIORCISFBSCS, BPP]","STRONG","b0683","oppAp","oppABCDF","b1243,b1244,b1245,b1246,b1247","TF"
"Fur","purR[purRp]","-","[AIBSCS]","WEAK","b0683","purRp","purR","b1658","TF"
"Fur","pyrC[pyrCp]","-","[GEA, APIORCISFBSCS, BPP]","STRONG","b0683","pyrCp","pyrC","b1062","TF"
"Fur","rcnAB[rcnAp]","-","[GEA, ICWHO, LTED, AIBSCS, APIORCISFBSCS]","STRONG","b0683","rcnAp","rcnAB","b2107,b2106","TF"
"Fur","rpoS[rpoSp]","-","[GEA, IEP, PM, BPP]","STRONG","b0683","rpoSp","rpoS","b2741","TF"
"Fur","ryhB[yhhXp5]","-","[GEA, ICWHO, LTED, AIBSCS, APIORCISFBSCS, BPP]","STRONG","b0683","yhhXp5","ryhB","b4451","TF"
"Fur","sdhCDAB-sucABCD-sdhX[sdhCp]","+","[GEA, LTED, AIBSCS]","STRONG","b0683","sdhCp","sdhCDAB-sucABCD-sdhX","b4764,b0721,b0722,b0723,b0724,b0726,b0727,b0728,b0729","TF"
"Fur","sodA[sodAp]","-","[GEA, BTEI, APIORCISFBSCS, BCE, BPP]","STRONG","b0683","sodAp","sodA","b3908","TF"
"Fur","soxR[soxRp]","-","[GEA, BTEI, BPP]","STRONG","b0683","soxRp","soxR","b4063","TF"
"Fur","soxS[soxSp]","-","[GEA, LTED, BPP]","STRONG","b0683","soxSp","soxS","b4062","TF"
"Fur","sufABCDSE[sufAp]","-","[GEA, ITCR, PAGTSBP, APIORCISFBSCS, BPP, SM]","STRONG","b0683","sufAp","sufABCDSE","b1679,b1680,b1681,b1682,b1683,b1684","TF"
"Fur","tonB[tonBp]","+","[BTEI, LTED, AIBSCS, APIORCISFBSCS, BPP, BCE]","STRONG","b0683","tonBp","tonB","b1252","TF"
"Fur","ygaC[ygaCp]","-","[GEA, AIBSCS]","WEAK","b0683","ygaCp","ygaC","b2671","TF"
"Fur","yhhY[yhhYp]","-","[GEA, ICWHO, AIBSCS, APIORCISFBSCS]","WEAK","b0683","yhhYp","yhhY","b3441","TF"
"Fur","yjjZ[yjjZp]","-","[APIORCISFBSCS, BPP, GEA, AISGDTU, AIBSCS, BPP]","STRONG","b0683","yjjZp","yjjZ","b4567","TF"
"Fur","zinT[zinTp]","+","[GEA, LTED, BPP]","STRONG","b0683","zinTp","zinT","b1973","TF"
"Fur","zwf[zwfp]","-","[GEA, BPP]","STRONG","b0683","zwfp","zwf","b1852","TF"
"GadE","cyoABCDE[cyoAp]","+","[GEA, APPHINH, IE, BPP]","STRONG","b3512","cyoAp","cyoABCDE","b0428,b0429,b0430,b0431,b0432","TF"
"GadE","fliC[fliCp]","+","[GEA, APPHINH, IE, ICWHO, LTED, BPP]","STRONG","b3512","fliCp","fliC","b4827,b1923","TF"
"GadE","gadBC[gadBp]","+","[GEA, RSE, APPHINH, IE, BTEI, LTED, APIORCISFBSCS, BPP, CEEUMA, IHBCE]","STRONG","b3512","gadBp","gadBC","b1492,b1493","TF"
"GadE","gadBC[gadBp2]","+","[GEA, RSE, APPHINH, IE, BTEI, LTED, APIORCISFBSCS, BPP, CEEUMA, IHBCE]","STRONG","b3512","gadBp2","gadBC","b1492,b1493","TF"
"GadE","gadEF[gadEp1]","+","[GEA, APPHINH, IE, BPP]","STRONG","b3512","gadEp1","gadEF","b3512,b4718","TF"
"GadE","gadEF-mdtEF[gadEp2]","+","[GEA, APPHINH, IE, LTED, BPP, APIORCISFBSCS]","STRONG","b3512","gadEp2","gadEF-mdtEF","b3512,b4718,b3513,b3514","TF"
"GadE","gadX[gadXp]","+","[GEA, APPHINH, IE, LTED, BPP]","STRONG","b3512","gadXp","gadX","b3516","TF"
"GadE","gadXW[gadXp]","+","[GEA, APPHINH, IE, ITCR, LTED, BPP]","STRONG","b3512","gadXp","gadXW","b3515,b3516","TF"
"GadE","gltBDF[gltBp]","+","[GEA, RSE, APPHINH, IE, CV(LTED/PM), LTED, PM, BPP, CEEUMA, IHBCE]","CONFIRMED","b3512","gltBp","gltBDF","b3212,b3213,b3214","TF"
"GadE","gltBDF[gltBp2]","+","[GEA, RSE, APPHINH, IE, CV(LTED/PM), LTED, PM, BPP, CEEUMA, IHBCE]","CONFIRMED","b3512","gltBp2","gltBDF","b3212,b3213,b3214","TF"
"GadE","gnd[gndp]","+","[GEA, APPHINH, IE, BTEI, BPP]","STRONG","b3512","gndp","gnd","b2029","TF"
"GadE","hdeAB-yhiD[hdeAp]","+","[GEA, RSE, APPHINH, IE, ITCR, LTED, AIBSCS, APIORCISFBSCS, BPP, CEEUMA, IHBCE]","STRONG","b3512","hdeAp","hdeAB-yhiD","b3508,b3509,b3510","TF"
"GadE","hdeAB-yhiD[hdeAp2]","+","[GEA, RSE, APPHINH, IE, ITCR, LTED, AIBSCS, APIORCISFBSCS, BPP, CEEUMA, IHBCE]","STRONG","b3512","hdeAp2","hdeAB-yhiD","b3508,b3509,b3510","TF"
"GadE","hdeD[hdeDp]","+","[AIBSCS, BPP, GEA, RSE, APPHINH, IE, AIBSCS, APIORCISFBSCS, BPP, CEEUMA, IHBCE]","STRONG","b3512","hdeDp","hdeD","b3511","TF"
"GadE","hdeD[hdeDp2]","+","[AIBSCS, BPP, GEA, RSE, APPHINH, IE, AIBSCS, APIORCISFBSCS, BPP, CEEUMA, IHBCE]","STRONG","b3512","hdeDp2","hdeD","b3511","TF"
"GadE","hlpA-lpxD-fabZ-lpxA[hlpAp]","+","[GEA, APPHINH, IE, BTEI, BPP]","STRONG","b3512","hlpAp","hlpA-lpxD-fabZ-lpxA","b0178,b0179,b0180,b0181","TF"
"GadE","lrp[lrpp]","+","[GEA, APPHINH, IE, BPP]","STRONG","b3512","lrpp","lrp","b0889","TF"
"GadE","purA[purAp]","+","[GEA, APPHINH, IE, LTED, BPP]","STRONG","b3512","purAp","purA","b4177","TF"
"GadE","rcsA[rcsAp]","+","[GEA, APPHINH, IE, LTED, BPP]","STRONG","b3512","rcsAp","rcsA","b1951","TF"
"GadE","yhiM[yhiMp]","+","[RSE, APPHINH, IE, AISGDTU, CEEUMA, IHBCE]","STRONG","b3512","yhiMp","yhiM","b3491","TF"
"GadE","yjbQR[yjbQp]","+","[RSE, APPHINH, IE, ICWHO, CEEUMA, IHBCE]","STRONG","b3512","yjbQp","yjbQR","b4056,b4057","TF"
"GadE-RcsB","adiC[adiCp7]","+","[APPHINH, ICWHO, BPP]","STRONG","b2217,b3512","adiCp7","adiC","b4115","TF"
"GadE-RcsB","aslB[aslBp]","+","[APPHINH, BPP]","STRONG","b2217,b3512","aslBp","aslB","b3800","TF"
"GadE-RcsB","cadBA[cadBp]","+","[GEA, APPHINH, PM, BPP]","STRONG","b2217,b3512","cadBp","cadBA","b4131,b4132","TF"
"GadE-RcsB","gadAX[gadAp]","+","[GEA, RSE, APPHINH, BTEI, LTED, APIORCISFBSCS, BPP, CEEUMA, IHBCE, SM]","STRONG","b2217,b3512","gadAp","gadAX","b3516,b3517","TF"
"GadE-RcsB","gadAX[gadAp2]","+","[GEA, RSE, APPHINH, BTEI, LTED, APIORCISFBSCS, BPP, CEEUMA, IHBCE, SM]","STRONG","b2217,b3512","gadAp2","gadAX","b3516,b3517","TF"
"GadE-RcsB","slp-dctR[slpp]","+","[GEA, APPHINH, ITCR, LTED, BPP]","STRONG","b2217,b3512","slpp","slp-dctR","b3507,b3506","TF"
"GadE-RcsB","yhiM[yhiMp]","+","[APPHINH, AISGDTU, BPP]","STRONG","b2217,b3512","yhiMp","yhiM","b3491","TF"
"GadW","gadAX[gadAp]","+","[GEA, APPH, IE, BTEI, LTED, APIORCISFBSCS, BPP]","STRONG","b3515","gadAp","gadAX","b3516,b3517","TF"
"GadW","gadAX[gadAp2]","+","[GEA, APPH, IE, BTEI, LTED, BPP, APIORCISFBSCS]","STRONG","b3515","gadAp2","gadAX","b3516,b3517","TF"
"GadW","gadBC[gadBp]","+","[GEA, APPH, IE, BTEI, LTED, BPP, APIORCISFBSCS]","STRONG","b3515","gadBp","gadBC","b1492,b1493","TF"
"GadW","gadBC[gadBp2]","+","[GEA, APPH, IE, BTEI, LTED, BPP, APIORCISFBSCS]","STRONG","b3515","gadBp2","gadBC","b1492,b1493","TF"
"GadW","gadEF-mdtEF[gadEp2]","+","[GEA, APPH, IE, LTED, APIORCISFBSCS]","STRONG","b3515","gadEp2","gadEF-mdtEF","b3512,b4718,b3513,b3514","TF"
"GadW","gadW[gadWp2]","-","[GEA, APPH, IE, LTED]","STRONG","b3515","gadWp2","gadW","b3515","TF"
"GadW","gadX[gadXp]","-","[GEA, APPH, IE, LTED, BPP]","STRONG","b3515","gadXp","gadX","b3516","TF"
"GadW","gadXW[gadXp]","-","[GEA, APPH, IE, ITCR, LTED, BPP]","STRONG","b3515","gadXp","gadXW","b3515,b3516","TF"
"GadW","gadY[gadYp]","-","[GEA, APPH, IE, AISGDTU, BTEI, LTED]","STRONG","b3515","gadYp","gadY","b4452","TF"
"GadW","hdeAB-yhiD[hdeAp]","+","[GEA, APPH, IE, ITCR, LTED, AIBSCS, APIORCISFBSCS, BPP]","STRONG","b3515","hdeAp","hdeAB-yhiD","b3508,b3509,b3510","TF"
"GadW","hdeAB-yhiD[hdeAp2]","+","[GEA, APPH, IE, ITCR, LTED, AIBSCS, APIORCISFBSCS, BPP]","STRONG","b3515","hdeAp2","hdeAB-yhiD","b3508,b3509,b3510","TF"
"GadW","slp-dctR[slpp]","-","[GEA, APPH, IE, ITCR, LTED, AIBSCS, APIORCISFBSCS]","STRONG","b3515","slpp","slp-dctR","b3507,b3506","TF"
"GadX","asnB[asnBp]","+","[GEA, APPH, GEA, ICWHO, BPP]","STRONG","b3516","asnBp","asnB","b0674","TF"
"GadX","btuB-murI[btuBp]","-","[GEA, APPH, GEA, ICWHO, APIORCISFBSCS, BPP]","STRONG","b3516","btuBp","btuB-murI","b3966,b3967","TF"
"GadX","cadBA[cadBp]","+","[GEA, APPH, GEA, PM, BPP]","STRONG","b3516","cadBp","cadBA","b4131,b4132","TF"
"GadX","gadAX[gadAp]","+","[GEA, APPH, GEA, BTEI, LTED, BPP, APIORCISFBSCS]","STRONG","b3516","gadAp","gadAX","b3516,b3517","TF"
"GadX","gadAX[gadAp2]","+","[GEA, APPH, GEA, BTEI, LTED, APIORCISFBSCS, BPP]","STRONG","b3516","gadAp2","gadAX","b3516,b3517","TF"
"GadX","gadBC[gadBp]","+","[GEA, APPH, GEA, BTEI, LTED, BPP, RSE, APIORCISFBSCS, CEEUMA, IHBCE]","STRONG","b3516","gadBp","gadBC","b1492,b1493","TF"
"GadX","gadBC[gadBp2]","+","[GEA, APPH, GEA, BTEI, LTED, BPP, APIORCISFBSCS, RSE, CEEUMA, IHBCE]","STRONG","b3516","gadBp2","gadBC","b1492,b1493","TF"
"GadX","gadEF[gadEp3]","+","[APIORCISFBSCS, BPP, GEA, APPH, GEA, APIORCISFBSCS, AIBSCS]","STRONG","b3516","gadEp3","gadEF","b3512,b4718","TF"
"GadX","gadEF-mdtEF[gadEp2]","+","[GEA, APPH, GEA, LTED, APIORCISFBSCS]","STRONG","b3516","gadEp2","gadEF-mdtEF","b3512,b4718,b3513,b3514","TF"
"GadX","gadW[gadWp2]","-","[GEA, APPH, GEA, LTED, RSE, CEEUMA, IHBCE]","STRONG","b3516","gadWp2","gadW","b3515","TF"
"GadX","gadX[gadXp]","+","[GEA, APPH, GEA, LTED, BPP]","STRONG","b3516","gadXp","gadX","b3516","TF"
"GadX","gadXW[gadXp]","+","[GEA, APPH, GEA, ITCR, LTED, BPP]","STRONG","b3516","gadXp","gadXW","b3515,b3516","TF"
"GadX","gadY[gadYp]","+","[GEA, APPH, GEA, AISGDTU, BTEI, LTED]","STRONG","b3516","gadYp","gadY","b4452","TF"
"GadX","glnK-amtB[glnKp]","+","[GEA, APPH, GEA, BTEI, BPP]","STRONG","b3516","glnKp","glnK-amtB","b0450,b0451","TF"
"GadX","glsA-ybaT[glsAp]","+","[GEA, RSE, APPH, GEA, IEP, IHBCE, CEEUMA, IHBCE]","STRONG","b3516","glsAp","glsA-ybaT","b0485,b0486","TF"
"GadX","hdeAB-yhiD[hdeAp]","+","[GEA, APPH, GEA, ITCR, LTED, AIBSCS, APIORCISFBSCS, BPP]","STRONG","b3516","hdeAp","hdeAB-yhiD","b3508,b3509,b3510","TF"
"GadX","hdeAB-yhiD[hdeAp2]","+","[GEA, APPH, GEA, ITCR, LTED, AIBSCS, APIORCISFBSCS, BPP]","STRONG","b3516","hdeAp2","hdeAB-yhiD","b3508,b3509,b3510","TF"
"GadX","hdeD[hdeDp]","+","[AIBSCS, BPP, GEA, APPH, GEA, AIBSCS, APIORCISFBSCS, BPP]","STRONG","b3516","hdeDp","hdeD","b3511","TF"
"GadX","hdeD[hdeDp2]","+","[APIORCISFBSCS, BPP, GEA, APPH, GEA, AIBSCS, APIORCISFBSCS, BPP]","STRONG","b3516","hdeDp2","hdeD","b3511","TF"
"GadX","hns[hnsp]","+","[GEA, APPH, GEA, BPP]","STRONG","b3516","hnsp","hns","b1237","TF"
"GadX","lon[lonp]","+","[GEA, APPH, GEA, ICWHO, IEP, BPP]","STRONG","b3516","lonp","lon","b0439","TF"
"GadX","lon[lonp2]","+","[GEA, APPH, GEA, ICWHO, IEP, BPP]","STRONG","b3516","lonp2","lon","b0439","TF"
"GadX","rpoS[rpoSp]","+","[GEA, APPH, GEA, PM, BPP]","STRONG","b3516","rpoSp","rpoS","b2741","TF"
"GadX","slp-dctR[slpp]","+","[GEA, RSE, APPH, GEA, ITCR, LTED, APIORCISFBSCS, AIBSCS, CEEUMA, IHBCE]","STRONG","b3516","slpp","slp-dctR","b3507,b3506","TF"
"GadX","tppB[tppBp]","-","[RSE, APPH, GEA, CEEUMA, IHBCE]","STRONG","b3516","tppBp","tppB","b1634","TF"
"GadX","uspE[uspEp]","+","[GEA, APPH, GEA, ICWHO, BPP]","STRONG","b3516","uspEp","uspE","b1333","TF"
"GadX","ydeNM[ydeNp]","-","[RSE, APPH, GEA, IC, ITCR, CEEUMA, IHBCE]","STRONG","b3516","ydeNp","ydeNM","b1497,b1498","TF"
"GadX","ynfB-speG[ynfBp]","-","[RSE, APPH, GEA, ICWHO, CEEUMA, IHBCE]","STRONG","b3516","ynfBp","ynfB-speG","b1583,b1584","TF"
"GalR","galE[galEp1]","-","[GEA, APPH, IEP, IMP, IPI, LTED, APIORCISFBSCS, BPP, SM]","STRONG","b2837","galEp1","galE","b0759","TF"
"GalR","galE[galEp2]","+","[GEA, APPH, IEP, IMP, IPI, LTED, APIORCISFBSCS, BPP, SM]","STRONG","b2837","galEp2","galE","b0759","TF"
