"","ProbeName","Count","Count.gbkey","Gbkeys","IDs","ECKnbs","JWnbs","Bnbs","IStag"
"1278","pspC",1,1,"CDS","cds-BAA14875.1","ECK1301","JW1299","b1306",FALSE
"1279","pspD",1,1,"CDS","cds-BAA14876.1","ECK1302","JW1300","b1307",FALSE
"1280","pspE",1,1,"CDS","cds-BAA14877.1","ECK1303","JW1301","b1308",FALSE
"1281","ycjM",1,1,"CDS","cds-BAA14886.1","ECK1304","JW1302","b1309",FALSE
"1282","ycjN",1,1,"CDS","cds-BAE76398.1","ECK1305","JW1303","b1310",FALSE
"1283","ycjO",1,1,"CDS","cds-BAA14887.1","ECK1306","JW1304","b1311",FALSE
"1284","ycjP",1,1,"CDS","cds-BAA14888.1","ECK1307","JW1305","b1312",FALSE
"1285","ycjQ",1,1,"CDS","cds-BAA14889.2","ECK1308","JW1306","b1313",FALSE
"1286","ycjR",1,1,"CDS","cds-BAE76399.1","ECK1309","JW5202","b1314",FALSE
"1287","ycjS",1,1,"CDS","cds-BAA14890.1","ECK1310","JW1308","b1315",FALSE
"1288","ycjT",1,1,"CDS","cds-BAA14891.1","ECK1311","JW1309","b1316",FALSE
"1289","ycjU",1,1,"CDS","cds-BAA14892.1","ECK1312","JW1310","b1317",FALSE
"1290","ycjV",1,1,"CDS","cds-BAA14893.1","ECK1313","JW1311","b1318",FALSE
"1291","ymjB",1,1,"CDS","cds-BAE76400.1","ECK1314","JW5203","b4524",FALSE
"1292","ompG",1,1,"CDS","cds-BAE76401.1","ECK1315","JW1312","b1319",FALSE
"1293","ycjW",1,1,"CDS","cds-BAA14901.1","ECK1316","JW1313","b1320",FALSE
"1294","ycjX",1,1,"CDS","cds-BAA14902.2","ECK1317","JW1314","b1321",FALSE
"1295","ycjF",1,1,"CDS","cds-BAA14903.1","ECK1318","JW1315","b1322",FALSE
"1296","tyrR",1,1,"CDS","cds-BAA14905.1","ECK1319","JW1316","b1323",FALSE
"1297","tpx",1,1,"CDS","cds-BAA14906.2","ECK1320","JW1317","b1324",FALSE
"1298","ycjG",1,1,"CDS","cds-BAA14907.1","ECK1321","JW1318","b1325",FALSE
"1299","mpaA",1,1,"CDS","cds-BAA14908.1","ECK1322","JW1319","b1326",FALSE
"1300","ymjC",1,1,"CDS","cds-BAE76402.1","ECK1323","JW5960","b4525",FALSE
"1301","ycjY",1,1,"CDS","cds-BAA14909.2","ECK1324","JW5804","b1327",FALSE
"1302","ycjZ",1,1,"CDS","cds-BAA14921.1","ECK1325","JW1321","b1328",FALSE
"1303","mppA",1,1,"CDS","cds-BAA14922.2","ECK1326","JW1322","b1329",FALSE
"1304","ynaI",1,1,"CDS","cds-BAA14923.1","ECK1327","JW1323","b1330",FALSE
"1305","ynaJ",1,1,"CDS","cds-BAE76403.1","ECK1328","JW1326","b1332",FALSE
"1306","uspE",1,1,"CDS","cds-BAA14926.1","ECK1329","JW1327","b1333",FALSE
"1307","fnr",1,1,"CDS","cds-BAA14927.1","ECK1330","JW1328","b1334",FALSE
"1308","ogt",1,1,"CDS","cds-BAA14928.1","ECK1331","JW1329","b1335",FALSE
"1309","abgT",1,1,"CDS","cds-BAA14929.2","ECK1332","JW5822","b1336",FALSE
"1310","abgB",1,1,"CDS","cds-BAE76404.1","ECK1333","JW1331","b1337",FALSE
"1311","abgA",1,1,"CDS","cds-BAA14940.2","ECK1334","JW5205","b1338",FALSE
"1312","abgR",1,1,"CDS","cds-BAA14941.1","ECK1335","JW1333","b1339",FALSE
"1313","ydaL",1,1,"CDS","cds-BAE76405.1","ECK1337","JW1334","b1340",FALSE
"1314","ydaM",1,1,"CDS","cds-BAA14945.2","ECK1338","JW5206","b1341",FALSE
"1315","ydaN",1,1,"CDS","cds-BAE76406.1","ECK1339","JW1336","b1342",FALSE
"1316","dbpA",1,1,"CDS","cds-BAA14946.1","ECK1340","JW1337","b1343",FALSE
"1317","ydaO",1,1,"CDS","cds-BAE76407.1","ECK1341","JW1338","b1344",FALSE
"1318","intR",1,1,"CDS","cds-BAE76408.1","ECK1342","JW1339","b1345",FALSE
"1319","ydaQ",1,1,"CDS","cds-BAE76409.1","ECK1343","JW5207","b1346",FALSE
"1320","ydaC",1,1,"CDS","cds-BAA14947.1","ECK1344","JW1341","b1347",FALSE
"1321","lar",1,1,"CDS","cds-BAA14948.1","ECK1345","JW5208","b1348",FALSE
"1322","recT",1,1,"CDS","cds-BAA14949.1","ECK1346","JW1343","b1349",FALSE
"1323","recE",1,1,"CDS","cds-BAA14950.2","ECK1347","JW1344","b1350",FALSE
"1324","racC",1,1,"CDS","cds-BAA14953.1","ECK1348","JW1345","b1351",FALSE
"1325","ydaE",1,1,"CDS","cds-BAA14954.1","ECK1349","JW1346","b4526",FALSE
"1326","kil",1,1,"CDS","cds-BAA14955.1","ECK1350","JW1347","b1352",FALSE
"1327","sieB",1,1,"CDS","cds-BAA14956.1","ECK1351","JW5209","b1353",FALSE
"1328","ydaF",1,1,"CDS","cds-BAA14957.1","ECK1352","JW1349","b4527",FALSE
"1329","ydaG",1,1,"CDS","cds-BAE76410.1","ECK1353","JW5210","b1355",FALSE
"1330","racR",1,1,"CDS","cds-BAE76411.1","ECK1354","JW1351","b1356",FALSE
"1331","ydaS",1,1,"CDS","cds-BAE76412.1","ECK1355","JW1352","b1357",FALSE
"1332","ydaT",1,1,"CDS","cds-BAE76413.1","ECK1356","JW1353","b1358",FALSE
"1333","ydaU",1,1,"CDS","cds-BAE76414.1","ECK1357","JW1354","b1359",FALSE
"1334","ydaV",1,1,"CDS","cds-BAA14958.1","ECK1358","JW1355","b1360",FALSE
"1335","ydaW",1,1,"CDS","cds-BAE76415.1","ECK1359","JW5211","b1361",FALSE
"1336","rzpR",1,1,"CDS","cds-BAA14959.2","ECK1360","JW5212","b1362",FALSE
"1337","rzoR",1,1,"CDS","cds-BAE76416.1","ECK1361","JW5213","b4528",FALSE
"1338","trkG",1,1,"CDS","cds-BAA14960.1","ECK1362","JW1358","b1363",FALSE
"1339","ynaK",1,1,"CDS","cds-BAE76417.1","ECK1363","JW1359","b1365",FALSE
"1340","ydaY",1,1,"CDS","cds-BAE76418.1","ECK1364","JW1360","b1366",FALSE
"1341","ynaA",1,1,"CDS","cds-BAA14961.1","ECK1365","JW1361","b1368",FALSE
"1342","stfR",1,1,"CDS","cds-BAA14966.1","ECK1367","JW1366","b1372",FALSE
"1343","tfaR",1,1,"CDS","cds-BAA14978.1","ECK1368","JW1367","b1373",FALSE
"1344","pinR",1,1,"CDS","cds-BAA14979.1","ECK1369","JW1368","b1374",FALSE
"1345","ynaE",1,1,"CDS","cds-BAE76419.1","ECK1370","JW1369","b1375",FALSE
"1346","uspF",1,1,"CDS","cds-BAA14980.1","ECK1371","JW1370","b1376",FALSE
"1347","ompN",1,1,"CDS","cds-BAA14981.1","ECK1372","JW1371","b1377",FALSE
"1348","ydbK",1,1,"CDS","cds-BAA14982.1","ECK1374","JW1372","b1378",FALSE
"1349","ydbJ",1,1,"CDS","cds-BAA14983.2","ECK1375","JW5215","b4529",FALSE
"1350","hslJ",1,1,"CDS","cds-BAA14984.1","ECK1376","JW1374","b1379",FALSE
"1351","ldhA",1,1,"CDS","cds-BAA14990.1","ECK1377","JW1375","b1380",FALSE
"1352","ydbH",1,1,"CDS","cds-BAA14991.1","ECK1378","JW1376","b1381",FALSE
"1353","ynbE",1,1,"CDS","cds-BAE76420.1","ECK1379","JW1377","b1382",FALSE
"1354","ydbL",1,1,"CDS","cds-BAE76421.1","ECK1380","JW5216","b1383",FALSE
"1355","feaR",1,1,"CDS","cds-BAE76422.1","ECK1381","JW1379","b1384",FALSE
"1356","feaB",1,1,"CDS","cds-BAA14992.2","ECK1382","JW1380","b1385",FALSE
"1357","tynA",1,1,"CDS","cds-BAA14996.1","ECK1383","JW1381","b1386",FALSE
"1358","maoC",1,1,"CDS","cds-BAA14997.1","ECK1384","JW1382","b1387",FALSE
"1359","paaA",1,1,"CDS","cds-BAE76423.1","ECK1385","JW1383","b1388",FALSE
"1360","paaB",1,1,"CDS","cds-BAE76424.1","ECK1386","JW1384","b1389",FALSE
"1361","paaC",1,1,"CDS","cds-BAE76425.1","ECK1387","JW1385","b1390",FALSE
"1362","paaD",1,1,"CDS","cds-BAE76426.1","ECK1388","JW5217","b1391",FALSE
"1363","paaE",1,1,"CDS","cds-BAA14998.2","ECK1389","JW1387","b1392",FALSE
"1364","paaF",1,1,"CDS","cds-BAA14999.2","ECK1390","JW1388","b1393",FALSE
"1365","paaG",1,1,"CDS","cds-BAA15000.1","ECK1391","JW1389","b1394",FALSE
"1366","paaH",1,1,"CDS","cds-BAA15001.2","ECK1392","JW1390","b1395",FALSE
"1367","paaI",1,1,"CDS","cds-BAE76427.1","ECK1393","JW1391","b1396",FALSE
"1368","paaJ",1,1,"CDS","cds-BAA15002.1","ECK1394","JW1392","b1397",FALSE
"1369","paaK",1,1,"CDS","cds-BAE76428.1","ECK1395","JW5218","b1398",FALSE
"1370","paaX",1,1,"CDS","cds-BAE76429.1","ECK1396","JW1394","b1399",FALSE
"1371","paaY",1,1,"CDS","cds-BAA15008.1","ECK1397","JW1395","b1400",FALSE
"1372","ydbC",1,1,"CDS","cds-BAA15021.1","ECK1399","JW1403","b1406",FALSE
"1373","ydbD",1,1,"CDS","cds-BAA15022.2","ECK1400","JW5221","b1407",FALSE
"1374","ynbA",1,1,"CDS","cds-BAE76430.1","ECK1401","JW1405","b1408",FALSE
"1375","ynbB",1,1,"CDS","cds-BAA15023.2","ECK1402","JW1406","b1409",FALSE
"1376","ynbC",1,1,"CDS","cds-BAE76431.1","ECK1403","JW1407","b1410",FALSE
"1377","ynbD",1,1,"CDS","cds-BAE76432.1","ECK1404","JW1408","b1411",FALSE
"1378","azoR",1,1,"CDS","cds-BAA15024.1","ECK1405","JW1409","b1412",FALSE
"1379","hrpA",1,1,"CDS","cds-BAA15029.1","ECK1406","JW5905","b1413",FALSE
"1380","ydcF",1,1,"CDS","cds-BAA15030.1","ECK1407","JW1411","b1414",FALSE
"1381","aldA",1,1,"CDS","cds-BAA15032.1","ECK1408","JW1412","b1415",FALSE
"1382","cybB",1,1,"CDS","cds-BAA15039.2","ECK1410","JW5224","b1418",FALSE
"1383","ydcA",1,1,"CDS","cds-BAA15040.1","ECK1411","JW1416","b1419",FALSE
"1384","hokB",1,1,"CDS","cds-BAA15042.2","ECK1412","JW5225","b4428",FALSE
"1385","mokB",1,1,"CDS","cds-BAE76433.1","ECK1413","JW5882","b1420",FALSE
"1386","trg",1,1,"CDS","cds-BAA15044.1","ECK1415","JW1417","b1421",FALSE
"1387","ydcI",1,1,"CDS","cds-BAA15045.2","ECK1416","JW5226","b1422",FALSE
"1388","ydcJ",1,1,"CDS","cds-BAE76434.1","ECK1417","JW1419","b1423",FALSE
"1389","mdoD",1,1,"CDS","cds-BAA15046.1","ECK1418","JW1420","b1424",FALSE
"1390","ydcH",1,1,"CDS","cds-BAA15047.2","ECK1419","JW5823","b1426",FALSE
"1391","rimL",1,1,"CDS","cds-BAA15048.1","ECK1420","JW1423","b1427",FALSE
"1392","ydcK",1,1,"CDS","cds-BAE76435.1","ECK1421","JW1424","b1428",FALSE
"1393","tehA",1,1,"CDS","cds-BAA15058.1","ECK1422","JW1425","b1429",FALSE
"1394","tehB",1,1,"CDS","cds-BAA15059.1","ECK1423","JW1426","b1430",FALSE
"1395","ydcL",1,1,"CDS","cds-BAE76436.1","ECK1424","JW1427","b1431",FALSE
"1396","ydcM",1,1,"CDS","cds-BAA15060.2","ECK1426","JW5228","b1432",FALSE
"1397","ydcO",1,1,"CDS","cds-BAA15061.2","ECK1427","JW5229","b1433",FALSE
"1398","ydcN",1,1,"CDS","cds-BAA15062.1","ECK1428","JW1430","b1434",FALSE
"1399","ydcP",1,1,"CDS","cds-BAA15068.1","ECK1429","JW1431","b1435",FALSE
"1400","yncJ",1,1,"CDS","cds-BAE76437.1","ECK1430","JW1432","b1436",FALSE
"1401","yncN",1,1,"CDS","cds-BAE76438.1","ECK1431","JW5230","b4532",FALSE
"1402","ydcQ",1,1,"CDS","cds-BAE76439.1","ECK1432","JW1433","b1438",FALSE
"1403","ydcR",1,1,"CDS","cds-BAA15069.1","ECK1433","JW1434","b1439",FALSE
"1404","ydcS",1,1,"CDS","cds-BAE76440.1","ECK1434","JW1435","b1440",FALSE
"1405","ydcT",1,1,"CDS","cds-BAA15070.1","ECK1435","JW1436","b1441",FALSE
"1406","ydcU",1,1,"CDS","cds-BAA15071.1","ECK1436","JW1437","b1442",FALSE
"1407","ydcV",1,1,"CDS","cds-BAA15072.1","ECK1437","JW1438","b1443",FALSE
"1408","ydcW",1,1,"CDS","cds-BAA15073.1","ECK1438","JW1439","b1444",FALSE
"1409","ydcX",1,1,"CDS","cds-BAE76441.1","ECK1439","JW5232","b1445",FALSE
"1410","ydcY",1,1,"CDS","cds-BAE76442.1","ECK1440","JW1441","b1446",FALSE
"1411","ydcZ",1,1,"CDS","cds-BAE76443.1","ECK1441","JW1442","b1447",FALSE
"1412","yncA",1,1,"CDS","cds-BAA15080.2","ECK1442","JW5233","b1448",FALSE
"1413","yncB",1,1,"CDS","cds-BAA15081.2","ECK1443","JW5907","b1449",FALSE
"1414","yncC",1,1,"CDS","cds-BAA15082.1","ECK1444","JW1445","b1450",FALSE
"1415","yncD",1,1,"CDS","cds-BAE76444.1","ECK1445","JW1446","b1451",FALSE
"1416","yncE",1,1,"CDS","cds-BAE76445.1","ECK1446","JW1447","b1452",FALSE
"1417","ansP",1,1,"CDS","cds-BAA15086.2","ECK1447","JW5234","b1453",FALSE
"1418","yncG",1,1,"CDS","cds-BAE76446.1","ECK1448","JW1449","b1454",FALSE
"1419","yncH",1,1,"CDS","cds-BAE76447.1","ECK1449","JW5235","b1455",FALSE
"1420","rhsE",1,1,"CDS","cds-BAA15087.1","ECK1450","JW1451","b1456",FALSE
"1421","ydcD",1,1,"CDS","cds-BAA15088.1","ECK1451","JW1452","b1457",FALSE
"1422","yncI",1,1,"CDS","cds-BAA15089.2","ECK1452","JW1453","b1458",FALSE
"1423","yncM",1,1,"CDS","cds-BAA15090.2","ECK1453","JW5237","b1459",FALSE
"1424","ydcC",1,1,"CDS","cds-BAA15091.1","ECK1454","JW1455","b1460",FALSE
"1425","ydcE",1,1,"CDS","cds-BAA15092.1","ECK1455","JW1456","b1461",FALSE
"1426","yddH",1,1,"CDS","cds-BAE76448.1","ECK1456","JW1457","b1462",FALSE
"1427","nhoA",1,1,"CDS","cds-BAA15100.1","ECK1457","JW1458","b1463",FALSE
"1428","yddE",1,1,"CDS","cds-BAA15101.1","ECK1458","JW1459","b1464",FALSE
"1429","narV",1,1,"CDS","cds-BAA15102.1","ECK1459","JW1460","b1465",FALSE
"1430","narW",1,1,"CDS","cds-BAA15103.1","ECK1460","JW1461","b1466",FALSE
"1431","narY",1,1,"CDS","cds-BAA15104.1","ECK1461","JW1462","b1467",FALSE
"1432","narZ",1,1,"CDS","cds-BAA15105.2","ECK1462","JW1463","b1468",FALSE
"1433","narU",1,1,"CDS","cds-BAA15118.1","ECK1463","JW1464","b1469",FALSE
"1434","yddJ",1,1,"CDS","cds-BAE76449.1","ECK1464","JW1466","b1470",FALSE
"1435","yddK",1,1,"CDS","cds-BAE76450.1","ECK1465","JW1467","b1471",FALSE
"1436","yddL",1,1,"CDS","cds-BAA15121.1","ECK1466","JW1468","b1472",FALSE
"1437","yddG",1,1,"CDS","cds-BAA15122.1","ECK1467","JW1469","b1473",FALSE
"1438","fdnG",1,1,"CDS","cds-BAA15123.2","ECK1468","JW1470","b1474",FALSE
"1439","fdnH",1,1,"CDS","cds-BAA15124.1","ECK1469","JW1471","b1475",FALSE
"1440","fdnI",1,1,"CDS","cds-BAA15125.1","ECK1470","JW1472","b1476",FALSE
"1441","yddM",1,1,"CDS","cds-BAE76451.1","ECK1471","JW5908","b1477",FALSE
"1442","adhP",1,1,"CDS","cds-BAA15126.1","ECK1472","JW1474","b1478",FALSE
"1443","sfcA",1,1,"CDS","cds-BAA15127.2","ECK1473","JW5238","b1479",FALSE
"1444","sra",1,1,"CDS","cds-BAE76452.1","ECK1474","JW5962","b1480",FALSE
"1445","bdm",1,1,"CDS","cds-BAE76453.1","ECK1475","JW5239","b1481",FALSE
"1446","osmC",1,1,"CDS","cds-BAA15128.1","ECK1476","JW1477","b1482",FALSE
"1447","ddpF",1,1,"CDS","cds-BAA15138.1","ECK1477","JW1478","b1483",FALSE
"1448","ddpD",1,1,"CDS","cds-BAA15139.1","ECK1478","JW1479","b1484",FALSE
"1449","ddpC",1,1,"CDS","cds-BAA15140.1","ECK1479","JW1480","b1485",FALSE
"1450","ddpB",1,1,"CDS","cds-BAA15141.1","ECK1480","JW1481","b1486",FALSE
"1451","ddpA",1,1,"CDS","cds-BAA15142.2","ECK1481","JW5240","b1487",FALSE
"1452","ddpX",1,1,"CDS","cds-BAA15143.1","ECK1482","JW1483","b1488",FALSE
"1453","dos",1,1,"CDS","cds-BAA15154.1","ECK1483","JW1484","b1489",FALSE
"1454","yddV",1,1,"CDS","cds-BAA15155.2","ECK1484","JW5241","b1490",FALSE
"1455","yddW",1,1,"CDS","cds-BAE76454.1","ECK1485","JW1486","b1491",FALSE
"1456","gadC",1,1,"CDS","cds-BAA15156.2","ECK1486","JW1487","b1492",FALSE
"1457","gadB",1,1,"CDS","cds-BAA15163.1","ECK1487","JW1488","b1493",FALSE
"1458","pqqL",1,1,"CDS","cds-BAA15164.2","ECK1488","JW1489","b1494",FALSE
"1459","yddB",1,1,"CDS","cds-BAA15166.1","ECK1489","JW1490","b1495",FALSE
"1460","yddA",1,1,"CDS","cds-BAA15167.2","ECK1490","JW5242","b1496",FALSE
"1461","ydeM",1,1,"CDS","cds-BAA15168.1","ECK1491","JW1492","b1497",FALSE
"1462","ydeN",1,1,"CDS","cds-BAA15169.2","ECK1492","JW5243","b1498",FALSE
"1463","ydeO",1,1,"CDS","cds-BAA15173.2","ECK1493","JW1494","b1499",FALSE
"1464","ydeP",1,1,"CDS","cds-BAA15174.1","ECK1494","JW1495","b1501",FALSE
"1465","ydeQ",1,1,"CDS","cds-BAA15175.1","ECK1495","JW1496","b1502",FALSE
"1466","ydeR",1,1,"CDS","cds-BAA15176.1","ECK1496","JW1497","b1503",FALSE
"1467","ydeS",1,1,"CDS","cds-BAA15177.1","ECK1497","JW1498","b1504",FALSE
"1468","ydeT",1,1,"CDS","cds-BAA15178.2","ECK1498","JW1499","b1505",FALSE
"1469","yneL",1,1,"CDS","cds-BAE76455.1","ECK1499","JW5244","b1506",FALSE
"1470","hipA",1,1,"CDS","cds-BAA15179.2","ECK1500","JW1500","b1507",FALSE
"1471","hipB",1,1,"CDS","cds-BAA15180.1","ECK1501","JW1501","b1508",FALSE
"1472","ydeU",1,1,"CDS","cds-ydeU","ECK1502","JW1502","b1509",FALSE
"1473","ydeK",1,1,"CDS","cds-BAA15190.2","ECK1503","JW1503","b1510",FALSE
"1474","ydeV",1,1,"CDS","cds-BAA15191.1","ECK1504","JW1504","b1511",FALSE
"1475","ydeW",1,1,"CDS","cds-BAA15192.2","ECK1505","JW1505","b1512",FALSE
"1476","ego",1,1,"CDS","cds-BAA15200.1","ECK1506","JW1506","b1513",FALSE
"1477","lsrC",1,1,"CDS","cds-BAA15201.1","ECK1507","JW1507","b1514",FALSE
"1478","lsrD",1,1,"CDS","cds-BAA15202.1","ECK1508","JW1508","b1515",FALSE
"1479","lsrB",1,1,"CDS","cds-BAE76456.1","ECK1509","JW1509","b1516",FALSE
"1480","lsrF",1,1,"CDS","cds-BAE76457.1","ECK1510","JW1510","b1517",FALSE
"1481","lsrG",1,1,"CDS","cds-BAE76458.1","ECK1511","JW1511","b1518",FALSE
"1482","tam",1,1,"CDS","cds-BAE76459.1","ECK1512","JW1512","b1519",FALSE
"1483","yneE",1,1,"CDS","cds-BAE76460.1","ECK1513","JW5245","b1520",FALSE
"1484","uxaB",1,1,"CDS","cds-BAA15204.1","ECK1514","JW1514","b1521",FALSE
"1485","yneF",1,1,"CDS","cds-BAA15205.2","ECK1515","JW5825","b1522",FALSE
"1486","yneG",1,1,"CDS","cds-BAE76461.1","ECK1516","JW1516","b1523",FALSE
"1487","yneH",1,1,"CDS","cds-BAA15206.1","ECK1517","JW1517","b1524",FALSE
"1488","yneI",1,1,"CDS","cds-BAA15208.2","ECK1518","JW5247","b1525",FALSE
"1489","yneJ",1,1,"CDS","cds-BAA15209.1","ECK1519","JW1519","b1526",FALSE
"1490","yneK",1,1,"CDS","cds-BAE76462.1","ECK1520","JW1520","b1527",FALSE
"1491","ydeA",1,1,"CDS","cds-BAA15210.1","ECK1521","JW1521","b1528",FALSE
"1492","marC",1,1,"CDS","cds-BAA15211.2","ECK1522","JW1522","b1529",FALSE
"1493","marR",1,1,"CDS","cds-BAA15220.1","ECK1523","JW5248","b1530",FALSE
"1494","marA",1,1,"CDS","cds-BAA15221.2","ECK1524","JW5249","b1531",FALSE
"1495","marB",1,1,"CDS","cds-BAA15222.1","ECK1525","JW1525","b1532",FALSE
"1496","eamA",1,1,"CDS","cds-BAA15223.2","ECK1526","JW5250","b1533",FALSE
"1497","ydeE",1,1,"CDS","cds-BAA15224.2","ECK1527","JW1527","b1534",FALSE
"1498","ydeH",1,1,"CDS","cds-BAA18882.2","ECK1528","JW1528","b1535",FALSE
"1499","ydeI",1,1,"CDS","cds-BAA15226.1","ECK1529","JW1529","b1536",FALSE
"1500","ydeJ",1,1,"CDS","cds-BAA15227.1","ECK1530","JW1530","b1537",FALSE
"1501","dcp",1,1,"CDS","cds-BAA15228.1","ECK1531","JW1531","b1538",FALSE
"1502","ydfG",1,1,"CDS","cds-BAA15241.1","ECK1532","JW1532","b1539",FALSE
"1503","ydfH",1,1,"CDS","cds-BAA15242.1","ECK1533","JW1533","b1540",FALSE
"1504","ydfZ",1,1,"CDS","cds-BAE76463.1","ECK1534","JW1534","b1541",FALSE
"1505","ydfI",1,1,"CDS","cds-BAA15243.1","ECK1535","JW1535","b1542",FALSE
"1506","ydfJ",1,1,"CDS","cds-BAA15248.1","ECK1536","JW1536","b1543",FALSE
"1507","ydfK",1,1,"CDS","cds-BAE76464.1","ECK1537","JW1537","b1544",FALSE
"1508","pinQ",1,1,"CDS","cds-BAA15249.1","ECK1538","JW1538","b1545",FALSE
"1509","tfaQ",1,1,"CDS","cds-BAA15250.1","ECK1539","JW1539","b1546",FALSE
"1510","stfQ",1,1,"CDS","cds-BAA15251.1","ECK1540","JW1540","b1547",FALSE
"1511","nohA",1,1,"CDS","cds-BAA15252.1","ECK1541","JW1541","b1548",FALSE
"1512","ynfO",1,1,"CDS","cds-BAE76465.1","ECK1542","JW5251","b4533",FALSE
"1513","ydfO",1,1,"CDS","cds-BAE76466.1","ECK1543","JW5252","b1549",FALSE
"1514","gnsB",1,1,"CDS","cds-BAA15253.2","ECK1544","JW5253","b1550",FALSE
"1515","ynfN",1,1,"CDS","cds-BAE76467.1","ECK1545","JW5254","b1551",FALSE
"1516","cspI",1,1,"CDS","cds-BAA15254.1","ECK1546","JW1544","b1552",FALSE
"1517","ydfP",1,1,"CDS","cds-BAE76468.1","ECK1547","JW1545","b1553",FALSE
"1518","ydfQ",1,1,"CDS","cds-BAE76469.1","ECK1548","JW1546","b1554",FALSE
"1519","ydfR",1,1,"CDS","cds-BAE76470.1","ECK1549","JW1547","b1555",FALSE
"1520","essQ",1,1,"CDS","cds-BAA15255.2","ECK1550","JW5255","b1556",FALSE
"1521","cspB",1,1,"CDS","cds-BAA15256.1","ECK1551","JW1549","b1557",FALSE
"1522","cspF",1,1,"CDS","cds-BAA15257.1","ECK1552","JW1550","b1558",FALSE
"1523","ydfT",1,1,"CDS","cds-BAA15258.1","ECK1553","JW1551","b1559",FALSE
"1524","ydfU",1,1,"CDS","cds-BAA15259.1","ECK1554","JW5909","b1560",FALSE
"1525","rem",1,1,"CDS","cds-BAA15260.1","ECK1555","JW1553","b1561",FALSE
"1526","hokD",1,1,"CDS","cds-BAA15261.1","ECK1556","JW1554","b1562",FALSE
"1527","relE",1,1,"CDS","cds-BAA15262.1","ECK1557","JW1555","b1563",FALSE
"1528","relB",1,1,"CDS","cds-BAA15263.1","ECK1558","JW1556","b1564",FALSE
"1529","ydfV",1,1,"CDS","cds-BAE76471.1","ECK1559","JW1557","b1565",FALSE
"1530","flxA",1,1,"CDS","cds-BAE76472.1","ECK1560","JW1558","b1566",FALSE
"1531","ydfW",1,1,"CDS","cds-BAE76473.1","ECK1561","JW1559","b1567",FALSE
"1532","ydfX",1,1,"CDS","cds-BAE76474.1","ECK1562","JW1560","b1568",FALSE
"1533","dicC",1,1,"CDS","cds-BAA15274.1","ECK1563","JW1561","b1569",FALSE
"1534","dicA",1,1,"CDS","cds-BAA15275.1","ECK1564","JW1562","b1570",FALSE
"1535","ydfA",1,1,"CDS","cds-BAA15276.1","ECK1565","JW1563","b1571",FALSE
"1536","ydfB",1,1,"CDS","cds-BAA15277.1","ECK1566","JW1564","b1572",FALSE
"1537","ydfC",1,1,"CDS","cds-BAA15278.1","ECK1567","JW1565","b1573",FALSE
"1538","dicB",1,1,"CDS","cds-BAA15279.1","ECK1569","JW1566","b1575",FALSE
"1539","ydfD",1,1,"CDS","cds-BAA15280.1","ECK1570","JW1567","b1576",FALSE
"1540","ydfE",1,1,"CDS","cds-BAA15281.2","ECK1571","JW1568","b1577",FALSE
"1541","intQ",1,1,"CDS","cds-BAE76475.1","ECK1573","JW1571","b1579",FALSE
"1542","ynfP",1,1,"CDS","cds-ynfP","ECK1574","JW5257","b4534",FALSE
"1543","rspB",1,1,"CDS","cds-BAA15284.1","ECK1575","JW1572","b1580",FALSE
"1544","rspA",1,1,"CDS","cds-BAA15285.1","ECK1576","JW1573","b1581",FALSE
"1545","ynfA",1,1,"CDS","cds-BAE76476.1","ECK1577","JW1574","b1582",FALSE
"1546","ynfB",1,1,"CDS","cds-BAE76477.1","ECK1578","JW1575","b1583",FALSE
"1547","speG",1,1,"CDS","cds-BAA15286.2","ECK1579","JW1576","b1584",FALSE
"1548","ynfC",1,1,"CDS","cds-BAE76478.1","ECK1580","JW5258","b1585",FALSE
"1549","ynfD",1,1,"CDS","cds-BAE76479.1","ECK1581","JW5259","b1586",FALSE
"1550","ynfE",1,1,"CDS","cds-BAA15311.1","ECK1582","JW1579","b1587",FALSE
"1551","ynfF",1,1,"CDS","cds-BAA15312.2","ECK1583","JW5260","b1588",FALSE
"1552","ynfG",1,1,"CDS","cds-BAA15313.1","ECK1584","JW1581","b1589",FALSE
"1553","ynfH",1,1,"CDS","cds-BAA15314.2","ECK1585","JW5261","b1590",FALSE
"1554","dmsD",1,1,"CDS","cds-BAA15315.1","ECK1586","JW5262","b1591",FALSE
"1555","clcB",1,1,"CDS","cds-BAA15316.2","ECK1587","JW5263","b1592",FALSE
"1556","ynfK",1,1,"CDS","cds-BAA15317.2","ECK1588","JW5264","b1593",FALSE
"1557","dgsA",1,1,"CDS","cds-BAA15318.1","ECK1589","JW1586","b1594",FALSE
"1558","ynfL",1,1,"CDS","cds-BAA15319.1","ECK1590","JW1587","b1595",FALSE
"1559","ynfM",1,1,"CDS","cds-BAA15330.1","ECK1591","JW1588","b1596",FALSE
"1560","asr",1,1,"CDS","cds-BAA15331.2","ECK1592","JW5826","b1597",FALSE
"1561","ydgD",1,1,"CDS","cds-BAE76480.1","ECK1593","JW1590","b1598",FALSE
"1562","mdtI",1,1,"CDS","cds-BAA15333.1","ECK1594","JW1591","b1599",FALSE
"1563","mdtJ",1,1,"CDS","cds-BAA15334.1","ECK1595","JW1592","b1600",FALSE
"1564","ydgG",1,1,"CDS","cds-BAA15335.1","ECK1596","JW1593","b1601",FALSE
